,ALink,SName,SLink,Lyric,Idiom
56,/10000-maniacs/,everyone puzzle lover,/10000-maniacs/everyone-a-puzzle-lover.html,men born mind earn degree loving cup gilded plaque grace study wall hide crack genius turned work tyranny market market selling word fiery persuasive steal cunningly rich one exceed men born fate poverty one firm bed swollen back year year body wracked obedience gradual defeat pace pace urgency muddled thought phrase god deceived barter need disdain jeering fool call noble peasantry puzzle pressed flat accordion pleat gathered cotton sleeve thumbed yes thumbed wouldnt say caressed final piece mountain crest soon reply assuredly man aged ninety year word waste sermon hed pleased answer short sincere girl there nonsense heaven measure heathen creed grandma say better live drink dry ended rattle cough cough took away long gone cold coffee cup trail camel ash fell floor,ENGLISH
57,/10000-maniacs/,far,/10000-maniacs/few-and-far-between.html,far bet look upon life without regret thing done think proud everyone without exception till make peace yesterday youll never build future swear say whatever penance decide worth respect however long take weather mistake accept hand tied body frozen thats paralyzed ever set aside pain misery matter beg matter wish plead youll never alive youll never survive expect want build world life better soon decide forget hand tied body frozen thats paralyzed till drop heavy baggage dragging behind wont room u ride,ENGLISH
58,/10000-maniacs/,time say goodbye,/10000-maniacs/from-the-time-we-say-goodbye.html,say goodbye say cheerio well take handshake journey keep prayr within heart surely fly day shall meet say goodbye hmmm yes listener coming live crystal ballroom high hotel jamestown picturesque western new york program draw close give profound pleasure say cheerio strain miss natalie merchant choir remains say goodnight say goodbye say cheerio well take handshake journey keep prayr within heart surely fly day shall meet say goodbye,ENGLISH
59,/10000-maniacs/,girl train,/10000-maniacs/girl-on-a-train.html,waking train dreaming charmed alone started speaking captured artist way memory fade away remember face home want certain would meet soon paint portrait family sigle light single way single light away night fell saw painting stairwell mourn passing daughter dear soul upon train far near close eye home,ENGLISH
60,/10000-maniacs/,glow,/10000-maniacs/glow.html,coolness morning sparing moment magical tide would meet without question share starry gaze look sky start kind glow start right youll fascinating love secret ancient riddle reason rhyme unpredictable mus play never knowing whether teasing shy,ENGLISH
61,/10000-maniacs/,gold rush brides,/10000-maniacs/gold-rush-brides.html,spoken intro woman diary westward journey lillian schlissel young folk good mother giving birth baby three baby born company summer cousin emily gave birth son utah forty mile north great salt lake one morning next morning traveled til noon stop made another child born susan mollmeyer gave baby name alice nevada follow typical sign handpainted line prairie road pas lone church spire pas talking wire there way divide beauty sky wild western plain man could drift legendary myth roaming space land free price right dakota wall whiterobed woman broad yet maidenly power hand hail wagon man family see indian crawl mural recall history homestead wife gold rush bride anybody work survive yellow fever life page wrote land free yet cost life miner lust gold family house bought sold piece piece widow staked claim dollar name painfully letter mailed back home eastern sister would moan would read account madness childbirth loneliness grief,ENGLISH
62,/10000-maniacs/,green children,/10000-maniacs/green-children.html,augist day hill spain pair child emerged cave strangest sight alone stood skin green word one heard girl stronger boy weak new mother learned speak wove tale dying sun left darkness dark world undone travelled far believing came star fell life parallel life men science men fame men letter tried explain parallel world twist make think shed fallen sky whirlwind spun alone took twilight home believing came star,ENGLISH
63,/10000-maniacs/,grey victory,/10000-maniacs/grey-victory.html,light atomic fission swelling wind rising ash tide black rain cement seared shadow trace reminiscent last command instantly one thousand flame arising ill scent burning hide surrounding settlement debased entirely enola gay made casual delivery please build future darling bomb cherish love sake earth bound kingdom underside fallen metal truss evil debris human body window glass shard pelted secure confines brittle collapse neighbor lay beside unknowing face scorched familiar bearing hand wound closing marred thirsting anguish fear lamenting stand door gold atomic age spoil face worry trust earth bound kingdom,ENGLISH
64,/10000-maniacs/,groove dub,/10000-maniacs/groove-dub.html,music john lombardolyric natalie merchant imitate soured old song individuality guise shade nonconformity individuality selling vantage point low rate individuality question ancient word claimed perform motion borrowed thought following ima tima ima tima intima dation respected headhegoroundmen gesture display customer limit appeal medium dictate latest role totalitarian motion borrowed selling vantage point low rate medium begged suffered number pain,ENGLISH
65,/10000-maniacs/,gun shy,/10000-maniacs/gun-shy.html,always knew would take far home soon far could inch cut hair army issue green past eight week tell youve knew could see cut dried soldier blue blood streaming inside vein world outside room meet promise wont meet gun one brave awful sad need boy hope day never here live round son stock barrel safety trigger here gun well knew could see cut dried soldier blue blood streaming inside vein world outside room meet promise wont meet gun taking aim mean argue theyve made decent boy mean spoil home coming baby brother expect stock barrel safety trigger here gun heart pitter pat patriotic song see stripe old glory waving well knew could see cut dried soldier blue blood streaming inside vein world outside room meet promise wont meet gun taking aim mean argue theyve made decent boy mean spoil homecoming baby brother jude mean hurt saying theyre good making soldier theyre good making men,ENGLISH
66,/10000-maniacs/,hateful hate,/10000-maniacs/hateful-hate.html,music natalie merchantwords natalie merchant dark night giant slumbered untouched century til awakened white man cry eden find land charted claimed crown hero made length could stay dangerous land hateful hate curiosity filled head upper room see curiosity killed best hero hometown welcoming still moved came building mission unswerving men cloth gave life number untold black sheep entered fold captured human livestock destined slavery naked walked shore great ship moored hellbound journies bought sold hateful hate curiosity filled breast strange ecstasy curiosity killed best robbing life dignity still moved calling men adventure jungle bush safari conquer claw teeth see death eye alive european homestead grew colony civilized plan wild hinterland gun god willing hateful hate curiosity spilled blood spotted skin ivory curiosity filled head madman lie destiny curiosity spilled blood blotted life history curiosity filled head one man claimed could see curiosity still entices madman lusting greed legacy legacy legacy,ENGLISH
